ID,CREATE DATE,Status,Shortage Type,Primary Usages,Household Support,Water Issues,Approximate Issue Start Date,County,CITY,LATITUDE,LONGITUDE,Well Depth,Was Issue Resolved?,Approximate Repair Cost,Additional Info,Well to Water Depth,Measure Date,Pump Rate Reduction,Report Date,StatusType,Region
20150,07/18/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/27/2022,Fresno,sanger,36.71677,-119.54044,60,,,,56,07/20/2022,It's no longer producing any water,07/18/2022,Resolved,Inland
20151,07/18/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/11/2022,Merced,Merced,37.304673,-120.414197,,"No, trucking in water
",,,,,,07/18/2022,Outage,Inland
20152,07/18/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/27/2022,Tulare,Porterville,36.117867,-119.042778,122,"Buying water
",,,109,07/19/2022,It's no longer producing any water,07/18/2022,Resolved,Inland
20153,07/18/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/16/2022,Fresno,Del Ray,36.662871,-119.601781,82,"Buying water
,No, trucking in water
",,,82,07/19/2022,,07/18/2022,Resolved,Inland
20154,07/18/2022,Interim Solution,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/15/2022,Fresno,Selma ,36.562091,-119.576212,95,"Landlord is providing water for tenants
",,,88,06/20/2022,,07/18/2022,Resolved,Inland
20155,07/18/2022,Undefined,Dry well (groundwater),Ag/Irrigation,,"Well is dry (no longer producing water)
",02/10/2022,San Luis Obispo,SAN MIGUEL,35.74219,-120.619402,,"Yes, drilled replacement well
",,,,,,07/18/2022,Outage,Southern
20156,07/19/2022,Resolved,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",07/12/2022,Merced,Merced,37.302993,-120.444583,,"buying water
",,,,,,07/19/2022,Resolved,Inland
20157,07/19/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/19/2022,Stanislaus,Modesto,37.682156,-120.908782,80,"No, cannot afford to finance solutions
",,,0,07/20/2022,It's no longer producing any water,07/19/2022,Resolved,Inland
20159,07/19/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/12/2022,Fresno,Kingsburg ,36.451563,-119.556171,105,"No, cannot afford to finance solutions
",,,98,07/15/2022,It's no longer producing any water,07/19/2022,Resolved,Inland
20160,07/19/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/11/2022,Tulare,Visalia,36.443501,-119.337171,,,,,,,,07/13/2022,Outage,Inland
20161,07/19/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/13/2022,Madera,Madera,36.889155,-120.020086,154,,,,145,07/14/2022,It's no longer producing any water,07/13/2022,Resolved,Inland
20162,07/19/2022,Interim Solution,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",07/13/2022,Madera,Madera,37.051191,-119.983038,230,,,,230,07/19/2022,It's no longer producing any water,07/15/2022,Resolved,Inland
20163,07/19/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/14/2022,Madera,Madera,37.051914,-119.982566,400,,,,0,07/18/2022,It's no longer producing any water,07/15/2022,Resolved,Inland
20164,07/19/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/18/2022,Tulare,Strathmore,36.137666,-119.142746,200,,,,180,07/20/2022,It's no longer producing any water,07/19/2022,Resolved,Inland
20165,07/19/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/05/2022,Tulare,Visalia,36.382266,-119.296896,150,"No, trucking in water
",,,0,07/20/2022,It's no longer producing any water,07/19/2022,Resolved,Inland
20166,07/19/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/16/2022,Mariposa,Midpines,37.566922,-119.930384,,,,,,,,07/19/2022,Outage,Inland
20167,07/19/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/12/2022,Fresno,Fresno ,36.60001,-119.733488,118,,,,117,08/08/2022,It's no longer producing any water,07/19/2022,Resolved,Inland
20168,07/19/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/15/2022,Fresno,Reedley,36.603171,-119.401922,120,"No, trucking in water
",,,102,07/29/2022,It's no longer producing any water,07/19/2022,Resolved,Inland
20169,07/19/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/11/2022,Tulare,Visalia,36.32899,-119.352925,184,"No, trucking in water
",,,182,07/20/2022,It's no longer producing any water,07/19/2022,Resolved,Inland
20170,07/19/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/27/2022,Madera,Madera,37.010951,-120.08541,225,,,,Unknown ,07/07/2022,It's no longer producing any water,07/04/2022,Resolved,Inland
20171,07/19/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/19/2022,Mariposa,Mariposa,37.501201,-119.824232,150,,,,0,07/20/2022,It's no longer producing any water,07/19/2022,Resolved,Inland
20172,07/20/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/14/2022,Fresno,Clovis,36.874056,-119.684532,330,"No, trucking in water
",,,310,07/21/2022,,07/20/2022,Resolved,Inland
20173,07/20/2022,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/05/2022,Merced,Merced,37.265866,-120.476836,,,,,,,,07/14/2022,Outage,Inland
20174,07/20/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/17/2022,Fresno,Reedley,36.621088,-119.414319,160,"No, trucking in water
",,,0,07/21/2022,It's no longer producing any water,07/20/2022,Resolved,Inland
20175,07/20/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/06/2022,Fresno,Reedley,36.610968,-119.405413,,"No, trucking in water
",,,,,,07/20/2022,Outage,Inland
20176,07/20/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/02/2022,San Diego,Boulevard,32.626467,-116.329182,180,"
",unknown if possible my well is 180ft neighbor  has 300 and getting reduced recovery,"Look at the last part of a posted u tube video showing what is being constructed here
property being affected is shown in the last 7 minutes of the video 
the shreddy ranch update is what is affecting the well creating a 2 acre lake
link follows
Thrashing the NEW Pro R and SHREDDY RANCH UPDATE!",180 ft dry,07/11/2022,It's no longer producing any water,07/20/2022,Outage,Southern
20177,07/20/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/18/2022,Tulare,Tulare,36.206671,-119.260864,195,,,,0,07/21/2022,It's no longer producing any water,07/20/2022,Resolved,Inland
20178,07/20/2022,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",07/05/2022,San Luis Obispo,ARROYO GRANDE,35.073076,-120.568102,,"Yes, drilled replacement well
",,,,,,07/20/2022,Outage,Southern
20179,07/20/2022,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",06/01/2022,San Joaquin,Ripon,37.731801,-121.185713,50,"Yes, drilled replacement well
",,,,,,07/20/2022,Outage,Inland
20180,07/20/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/13/2022,Fresno,Fresno,36.621387,-119.789698,,,,,,,,07/20/2022,Outage,Inland
20181,07/20/2022,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",07/11/2022,Shasta,REDDING ,40.51428,-122.336909,34,"No, cannot afford to finance solutions
",,This is very tragic for us. My husband is a landscaper and has workerd very hard making our yard a beautiful paridise.  To lose it all because the water we rely on was sold is so disheartning with no help or solutions being offered by the ones who benefited from the money.,?,,It's no longer producing any water,07/20/2022,Outage,Inland
20182,07/20/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/10/2022,Tulare,Orosi,36.544818,-119.271794,,,,,,,,07/20/2022,Resolved,Inland
20183,07/20/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/20/2022,Madera,Madera,37.06821,-120.008218,,,,,,,,07/20/2022,Outage,Inland
20184,07/20/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/10/2022,Tulare,Orosi ,36.544818,-119.271794,96,,,,84,07/21/2022,,07/20/2022,Resolved,Inland
20185,07/20/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/18/2022,Tulare,Sanger CA ,36.700891,-119.540587,,,,,,,,07/20/2022,Outage,Inland
20186,07/20/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/05/2022,Madera,Madera,37.00506,-120.088059,312,,,,292,07/08/2022,It's no longer producing any water,07/05/2022,Resolved,Inland
20187,07/20/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/06/2022,Tulare,Visalia,36.257915,-119.216919,,"No, trucking in water
",,,,,,07/20/2022,Outage,Inland
20188,07/21/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/18/2022,Merced,atwater,37.323699,-120.594826,120,"No, trucking in water
",,,108,07/25/2022,It's no longer producing any water,07/21/2022,Resolved,Inland
20189,07/21/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/08/2022,Stanislaus,Turlock ,37.490318,-120.826631,120,"No, on drilling wait list
",,,110,07/21/2022,Not sure,07/21/2022,Outage,Inland
20190,07/21/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/21/2022,Merced,Merced,37.374564,-120.45822,145,,,,134,07/22/2022,It's no longer producing any water,07/21/2022,Resolved,Inland
20191,07/21/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/20/2022,Tehama,Corning,39.895026,-122.166334,unknown,"No, cannot afford to finance solutions
",,,unknown,,It's no longer producing any water,07/21/2022,Outage,Inland
20192,07/21/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/28/2022,Madera,Madera,37.014426,-120.058145,350,,,,0,07/11/2022,It's no longer producing any water,07/08/2022,Resolved,Inland
20193,07/21/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/11/2022,Stanislaus,Turlock,37.490318,-120.826631,,"No, trucking in water
",,,,,,07/21/2022,Outage,Inland
20194,07/21/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/18/2022,Tulare,Earlimart,35.923577,-119.284734,,,,,,,,07/21/2022,Outage,Inland
20195,07/21/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/05/2022,Tulare,Visalia ,36.279495,-119.26128,214,,,,0,07/11/2022,It's no longer producing any water,07/06/2022,Resolved,Inland
20196,07/22/2022,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",07/22/2022,Fresno,fresno,36.839773,-119.880452,,,,,,,,07/22/2022,Outage,Inland
20198,07/22/2022,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is catching air, have to wait to be able to pump.
",05/01/2021,Butte,Palermo,39.421466,-121.539068,100,"No, cannot afford to finance solutions
",,,,, Goes dry but recovers over time,07/22/2022,Outage,Inland
20199,07/22/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/21/2022,Fresno,Fresno CA ,36.680254,-119.8582,104,,,,0,07/22/2022,It's no longer producing any water,07/21/2022,Resolved,Inland
20200,07/22/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2022,Tulare,Tulare,36.241928,-119.287245,200,,,,181,07/25/2022,It's no longer producing any water,07/22/2022,Resolved,Inland
20201,07/22/2022,Undefined,Dry well (groundwater),Combination of Household/Agriculture,renter-occupied,"Well is dry (no longer producing water)
",07/08/2022,Tulare,Strathmore,36.149956,-119.092105,,"No, trucking in water
",,,,,,07/22/2022,Outage,Inland
20202,07/22/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/21/2022,Madera,Madera,36.959597,-119.901599,360,,,,0,07/22/2022,It's no longer producing any water,07/21/2022,Resolved,Inland
20203,07/22/2022,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",07/21/2022,Fresno,Sanger,36.709323,-119.586674,,,,,,,,07/21/2022,Outage,Inland
20204,07/22/2022,Undefined, Dry well when orchard is being watered on weekends,Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/15/2022,Butte,Chico,39.72281,-121.863111,64 feet,"No, cannot afford to finance solutions
",,,64 feet,07/18/2022,Not sure,07/22/2022,Outage,Inland
20205,07/22/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/21/2022,Madera,Madera,36.999559,-120.054941,,,,,,,,07/21/2022,Outage,Inland
20206,07/22/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/08/2022,Merced,Merced,37.312659,-120.439132,,"No, trucking in water
",,,,,,07/22/2022,Resolved,Inland
20207,07/22/2022,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/15/2022,Fresno,Reedley,36.611638,-119.438369,85,,,,0,07/26/2022,It's no longer producing any water,07/22/2022,Resolved,Inland
20208,07/23/2022,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is catching air, have to wait to be able to pump.
",07/20/2022,Tehama,Corning ,39.916491,-122.161844,Was 135 when originally drilled. Was 115' when pump dropped in 2013. Pump is at 100',"Not completely dry yet. Please see note above 
",,,100',07/01/2013,Not sure,07/23/2022,Outage,Inland
20209,07/23/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/23/2022,Tehama,", Corning",39.877701,-122.192633,120 ?,"No, getting water from our neighbors with a hose
",,,120,,"Yes, about a 30-40% reduction",07/23/2022,Outage,Inland
20217,07/25/2022,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/22/2022,Fresno,Kingsburg,36.498395,-119.592341,,,,,,,,07/25/2022,Outage,Inland
20218,07/25/2022,Resolved,Dry well (groundwater),Household,owner-occupied,"Low Producing 
",06/25/2022,Tulare,Springville ,36.20342,-118.786499,,,,,,,,07/25/2022,Resolved,Inland
